all_layer_mirror_corr_median,all_layer_mirror_distance_median,all_layer_mirror_mismatch_median,batch_size,best_epoch_loss,best_last_partial_neg_defect,best_mirror_corr_median,best_mirror_mismatch_median,best_output_neg_defect,best_test_mse,best_train_mse,depth,dim,epochs,freq,last_layer_mirror_corr_median,last_layer_mirror_distance_median,last_layer_mirror_mismatch_median,last_partial_flip_first_defect,last_partial_neg_defect,last_partial_reverse_defect,last_partial_rot90_2d_defect,lr,mean_partial_flip_first_defect,mean_partial_neg_defect,mean_partial_reverse_defect,mean_partial_rot90_2d_defect,mirror_corr_median,mirror_distance_median,mirror_mismatch_median,model,n_train,name,optimizer,output_flip_first_defect,output_neg_defect,output_reverse_defect,output_rot90_2d_defect,rank,seed,target,test_mse,train_asymmetry_score,train_distribution,train_mse,width
nan,nan,nan,1,1.9942707346620736e-09,0.26283881068229675,nan,nan,0.0003676131018437445,7.172430196078494e-05,1.3464902526294509e-09,3,2,30000,1,nan,nan,nan,0.2639123201370239,0.26377713680267334,0.10028991103172302,0.29290497303009033,0.001,0.9811544020970663,1.0204954147338867,0.6486173172791799,1.0417843262354534,nan,nan,nan,mlp,96,mlp_d2_gaussian_f1_r0_w512_L3_N96_bs1_unpaired_uniform_adam_s2026,adam,0.00035767676308751106,0.0003673638857435435,0.00025993704912252724,0.00041632886859588325,0,2026,gaussian,7.188681775005534e-05,0.15070868950958052,unpaired_uniform,3.906189149915917e-09,512
nan,nan,nan,1,0.16157433218036962,1.541155219078064,nan,nan,0.7436561584472656,0.5005178451538086,0.16045019030570984,2,2,200,2,nan,nan,nan,1.0629584789276123,1.541155219078064,1.2024948596954346,1.253260612487793,0.001,1.0230029821395874,1.574885070323944,1.0499255657196045,1.1136570870876312,nan,nan,nan,mlp,96,mlp_d2_pairwise_f2_r0_w96_L2_N96_bs1_unpaired_uniform_adam_s42,adam,0.6597883105278015,0.7436561584472656,0.5803913474082947,0.7172794938087463,0,42,pairwise,0.5005178451538086,0.1416836550924927,unpaired_uniform,0.16045019030570984,96
nan,nan,nan,1,0.24252570332775272,1.6652978658676147,nan,nan,1.9430336952209473,0.6868250966072083,0.24097470939159393,2,2,200,4,nan,nan,nan,0.9991433024406433,1.6652978658676147,0.8186845183372498,1.317036509513855,0.001,1.0020759999752045,1.6485106348991394,0.857598215341568,1.1450704336166382,nan,nan,nan,mlp,96,mlp_d2_pairwise_f4_r0_w96_L2_N96_bs1_unpaired_uniform_adam_s42,adam,0.5721195936203003,1.9430336952209473,0.9935764670372009,1.3597873449325562,0,42,pairwise,0.6868250966072083,0.1416836550924927,unpaired_uniform,0.24097470939159393,96
nan,nan,nan,1,1.081444185070668e-08,0.24111559987068176,nan,nan,0.00017751698032952845,7.463569636456668e-05,5.36381739024705e-09,3,2,10000,1,nan,nan,nan,0.5442871451377869,0.2404446303844452,0.1389130800962448,0.5717363357543945,0.001,0.5653553047062209,0.5602858458296396,0.37351703269329545,0.6357237156480551,nan,nan,nan,mlp,128,mlp_d2_quadratic_f1_r0_w512_L3_N128_bs1_unpaired_uniform_adam_s2026,adam,0.0002717268362175673,0.0001779415033524856,0.0001246335741598159,0.00028481194749474525,0,2026,quadratic,7.49114915379323e-05,0.125611130730249,unpaired_uniform,1.1445973946422328e-08,512
nan,nan,nan,1,2.140681009191181e-09,1.0817347764968872,nan,nan,0.0006415524403564632,0.00016123319801408798,1.140648464570404e-09,4,2,10000,1,nan,nan,nan,1.4569509029388428,1.0633955001831055,1.4849268198013306,1.3364616632461548,0.001,1.0710155665874481,1.036575198173523,0.9402502849698067,1.058574065566063,nan,nan,nan,mlp,128,mlp_d2_quadratic_f1_r0_w512_L4_N128_bs1_unpaired_uniform_adam_s2026,adam,0.0005180560401640832,0.000646332511678338,0.0003974355640821159,0.0006221962394192815,0,2026,quadratic,0.0001629536272957921,0.125611130730249,unpaired_uniform,1.1646672071208286e-08,512
nan,nan,nan,1,0.004369798326740587,1.8277877569198608,nan,nan,0.3061695396900177,0.09532448649406433,0.004278733395040035,2,2,500,2,nan,nan,nan,1.5646955966949463,1.827786922454834,1.401324987411499,1.6991101503372192,0.001,1.3151838779449463,1.7838570475578308,1.1657976806163788,1.477323591709137,nan,nan,nan,mlp,256,mlp_d2_radial_f2_r0_w192_L2_N256_bs1_unpaired_uniform_adam_s42,adam,0.2795366942882538,0.29404449462890625,0.2943650186061859,0.3102468252182007,0,42,radial,0.09428903460502625,0.09302871055842843,unpaired_uniform,0.004142278339713812,192
nan,nan,nan,1,0.39627538472996093,1.6391525268554688,nan,nan,3.7846672534942627,0.5821533799171448,0.3955489695072174,2,2,20,2,nan,nan,nan,0.4776853024959564,1.6391525268554688,1.0195891857147217,1.0287747383117676,0.001,0.5552463978528976,1.5361684560775757,0.8848404884338379,0.922273576259613,nan,nan,nan,mlp,64,mlp_d2_radial_f2_r0_w64_L2_N64_bs1_unpaired_uniform_adam_s42,adam,0.0954040139913559,3.7846672534942627,1.9896495342254639,1.9868974685668945,0,42,radial,0.5821533799171448,0.16322844056412578,unpaired_uniform,0.3955489695072174,64
nan,nan,nan,1,0.10122274884310656,1.6417651176452637,nan,nan,2.317739725112915,0.7737157344818115,0.10022710263729095,2,2,200,2,nan,nan,nan,1.229356050491333,1.6420100927352905,1.127232551574707,1.4128763675689697,0.001,1.1106164455413818,1.590844988822937,1.0209197700023651,1.1744184494018555,nan,nan,nan,mlp,96,mlp_d2_radial_f2_r0_w96_L2_N96_bs1_unpaired_uniform_adam_s42,adam,1.6827458143234253,2.3254282474517822,1.975788950920105,1.6909093856811523,0,42,radial,0.7703101634979248,0.1416836550924927,unpaired_uniform,0.0999959334731102,96
nan,nan,nan,1,0.022225970212362462,1.3983945846557617,nan,nan,1.8802279233932495,0.5589659214019775,0.021752923727035522,3,2,200,2,nan,nan,nan,1.0213104486465454,1.3972702026367188,0.84896320104599,1.1908416748046875,0.001,1.1290719906489055,1.6128595272699993,1.0567310452461243,1.2938403685887654,nan,nan,nan,mlp,96,mlp_d2_radial_f2_r0_w96_L3_N96_bs1_unpaired_uniform_adam_s42,adam,1.4518784284591675,1.8835622072219849,1.4772344827651978,1.5655722618103027,0,42,radial,0.5598883628845215,0.1416836550924927,unpaired_uniform,0.02167699858546257,96
nan,nan,nan,1,0.3308963130148186,1.7358187437057495,nan,nan,2.4767794609069824,0.811835765838623,0.3296876549720764,2,2,200,4,nan,nan,nan,1.3953759670257568,1.7358187437057495,1.1819055080413818,1.6117496490478516,0.001,1.269833505153656,1.6773802042007446,1.079959511756897,1.3479856252670288,nan,nan,nan,mlp,96,mlp_d2_radial_f4_r0_w96_L2_N96_bs1_unpaired_uniform_adam_s42,adam,3.221519708633423,2.4767794609069824,2.3907454013824463,2.743320941925049,0,42,radial,0.811835765838623,0.1416836550924927,unpaired_uniform,0.3296876549720764,96
nan,nan,nan,1,0.214744190438419,1.6878747940063477,nan,nan,2.1135141849517822,0.8797544240951538,0.21332769095897675,3,2,200,4,nan,nan,nan,1.3984278440475464,1.6878747940063477,1.3583455085754395,1.567355990409851,0.001,1.4021921555201213,1.772196372350057,1.2812710205713909,1.474910855293274,nan,nan,nan,mlp,96,mlp_d2_radial_f4_r0_w96_L3_N96_bs1_unpaired_uniform_adam_s42,adam,2.8339157104492188,2.1135141849517822,1.9174715280532837,2.567742347717285,0,42,radial,0.8797544240951538,0.1416836550924927,unpaired_uniform,0.21332769095897675,96
nan,nan,nan,1,1.661702860556672e-07,0.7871254682540894,nan,nan,0.005134506616741419,0.0013227765448391438,3.9600502077519195e-07,3,2,10000,1,nan,nan,nan,0.8143742084503174,0.7860960960388184,1.1643304824829102,0.8554005026817322,0.001,1.256385087966919,1.4046327273050945,1.116993506749471,1.3529205520947774,nan,nan,nan,mlp,128,mlp_d2_soft_axis_f1_r0_w512_L3_N128_bs1_unpaired_uniform_adam_s2026,adam,0.004392880946397781,0.005108758807182312,0.005029664840549231,0.004937332589179277,0,2026,soft_axis,0.0013189079472795129,0.125611130730249,unpaired_uniform,2.0271255607440253e-07,512
nan,nan,nan,1,1.282838121810688e-07,1.542911410331726,nan,nan,0.006187405437231064,0.001660030335187912,1.4760948374714644e-07,4,2,10000,1,nan,nan,nan,1.545663833618164,1.5671558380126953,1.2591748237609863,1.9810175895690918,0.001,1.456428050994873,1.6375440061092377,1.3429522514343262,1.6246455907821655,nan,nan,nan,mlp,128,mlp_d2_soft_axis_f1_r0_w512_L4_N128_bs1_unpaired_uniform_adam_s2026,adam,0.005305773578584194,0.006240701302886009,0.004758239723742008,0.006966590415686369,0,2026,soft_axis,0.0016747841145843267,0.125611130730249,unpaired_uniform,6.748455234628636e-07,512
nan,nan,nan,1,2.608863080427737e-09,1.0794283151626587,nan,nan,0.003911166451871395,0.0003953971900045872,3.798122705234164e-09,3,3,30000,1,nan,nan,nan,1.1686961650848389,1.0786738395690918,1.0647850036621094,,0.001,1.5967415968577068,1.7949366569519043,3.4931816260019937,,nan,nan,nan,mlp,128,mlp_d3_gaussian_f1_r0_w512_L3_N128_bs1_unpaired_uniform_adam_s2026,adam,0.002810869598761201,0.003910213243216276,0.003490964649245143,,0,2026,gaussian,0.00039560027653351426,0.23032392375171185,unpaired_uniform,4.366875305805706e-09,512
nan,nan,nan,1,7.047242763739275e-09,1.532891869544983,nan,nan,0.006929595023393631,0.0012394081568345428,6.723927192808787e-09,3,3,10000,1,nan,nan,nan,1.2849464416503906,1.519827961921692,1.1803982257843018,,0.001,1.5632445812225342,2.0943766037623086,1.2382267713546753,,nan,nan,nan,mlp,128,mlp_d3_quadratic_f1_r0_w512_L3_N128_bs1_unpaired_uniform_adam_s2026,adam,0.006010754499584436,0.006932690739631653,0.0034429768566042185,,0,2026,quadratic,0.001240497687831521,0.23032392375171185,unpaired_uniform,5.608600162076982e-08,512
nan,nan,nan,1,4.6648911364820245e-08,0.7872893810272217,nan,nan,0.009256910532712936,0.0015240008942782879,3.950484028791834e-08,4,3,10000,1,nan,nan,nan,0.7221583724021912,0.786594569683075,0.29220354557037354,,0.001,1.20294888317585,1.4990522116422653,0.9567413032054901,,nan,nan,nan,mlp,128,mlp_d3_quadratic_f1_r0_w512_L4_N128_bs1_unpaired_uniform_adam_s2026,adam,0.010181843303143978,0.009261373430490494,0.005216815043240786,,0,2026,quadratic,0.0015255482867360115,0.23032392375171185,unpaired_uniform,4.1471839296036705e-08,512
nan,nan,nan,1,7.615650760473165e-08,1.2800501585006714,nan,nan,0.04355958104133606,0.013206275179982185,7.334897134114726e-08,3,3,10000,1,nan,nan,nan,1.4051791429519653,1.2803633213043213,1.1583126783370972,,0.001,1.5490841468175252,1.7729076544443767,1.4316290616989136,,nan,nan,nan,mlp,128,mlp_d3_soft_axis_f1_r0_w512_L3_N128_bs1_unpaired_uniform_adam_s2026,adam,0.030010024085640907,0.04354078322649002,0.030820323154330254,,0,2026,soft_axis,0.013201700523495674,0.23032392375171185,unpaired_uniform,1.25887453350515e-07,512
nan,nan,nan,1,2.7497481589876943e-08,1.4670093059539795,nan,nan,0.09519705176353455,0.021735595539212227,2.1897216484489945e-08,4,3,10000,1,nan,nan,nan,1.6577048301696777,1.455952525138855,1.636263132095337,,0.001,1.5805268287658691,1.7821545004844666,1.5913337171077728,,nan,nan,nan,mlp,128,mlp_d3_soft_axis_f1_r0_w512_L4_N128_bs1_unpaired_uniform_adam_s2026,adam,0.06435778737068176,0.09512946009635925,0.07955993711948395,,0,2026,soft_axis,0.021754801273345947,0.23032392375171185,unpaired_uniform,9.322899359176517e-07,512
